id,playlist_name,href,num of songs,hashtag
525454852,평화로운 시골 마을 풀 내음을 맡으며 들을 아름다운 KPOP,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=525454852,23,#시골
499352819,평화로운 어느 날 동화처럼 아름다운 빈티지 pop,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=499352819,107,#드라이브
457825030,안정감을 주는 릴렉스 클래식,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=457825030,20,#관현악
511804806,듣고 있으면 힐링 되는 여름 지브리 OST,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=511804806,30,#지브리
508191856,반짝이는 호수처럼 평화롭고 아름다운 POP,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=508191856,20,#팝
471050322,Sound Sleep,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=471050322,30,#휴식
464784363,오피스 BGM,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=464784363,30,#집중
518022376,차분하고 여유로운 클래식 자기전에 듣는 힐링 클래식,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=518022376,34,#클래식
457825028,가벼운 산책에 어울리는 관현악,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=457825028,20,#클래식
525150802,느긋하고 평화로운 따듯한 주말,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=525150802,24,#느긋느긋
519898409,공부하거나 잘 때 듣는 마음에 평화를 주는 잔잔한 곡!,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=519898409,10,#공부할_때
500584166,INFJ의 비밀스러운 playlist,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=500584166,83,#Infj
491581034,마음의 평화,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=491581034,15,#휴식
449090636,스파마사지를 위한 음악 Peaceful SPA,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=449090636,22,#스파
505794177,사랑하는 사람과 듣고 싶은 산뜻한 봄바람 같은 pop,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=505794177,47,#추억
464736652,피아노 위로해줘,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=464736652,30,#따듯한
432790088,자메이카를 넘어 전 세계에 레게를 전파한 밥 말리,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=432790088,32,#레게
512454663,봄바람 살랑이는 노을지는 저녁 너랑 산책하면서 듣고 싶어,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=512454663,28,#감성
466160528,마음이 편안해지는 음악#명상,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=466160528,125,#명상
457825039,아기 감성 지수 높이기 클래식 태교 음악,https://www.melon.com/mymusic/dj/mymusicdjplaylistview_inform.htm?plylstSeq=457825039,20,#클래식
